"series","region","subregion","ICES_ecoregion","country","station_code","station_name","station_long_name","latitude","longitude","MSTAT","WLTYP","determinand","determinand_group","species","matrix","basis","unit","sex","metoa","mammal_group","shape","colour","n_year_all","n_year_fit","n_year_positive","first_year_all","first_year_fit","last_year","p_nonlinear","p_linear","p_overall","p_linear_trend","linear_trend","p_recent_trend","recent_trend","detectable_trend","mean_last_year","climit_last_year","BAC_type","BAC_value","BAC_diff","BAC_achieved","BAC_below","EAC_type","EAC_value","EAC_diff","EAC_achieved","EAC_below","HQS","HQS_diff","HQS_achieved","HQS_below"
"Germany_FOE-GB1 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2480","FOE-GB1","FOE-GB1",54.15,7.81667,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",6,6,6,2007,2007,2017,,0.0533,0.0533,0.0533,6.2,0.0533,6.2,8.6,148.2087715995667,199.18755182709918,,,,,,"EQS.OSPAR",20,179.18755182709918,3000,"above",500,-300.8124481729008,2017,"below"
"Germany_FOE-GB3 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2712","FOE-GB3","FOE-GB3",54.95,6.35,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",7,7,7,2006,2006,2017,,0.051,0.051,0.051,3.3,0.051,3.3,5.2,130.15898951131473,153.42000051001432,,,,,,"EQS.OSPAR",20,133.42000051001432,3000,"above",500,-346.57999948998565,2017,"below"
"Germany_FOE-N01 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2715","FOE-N01","FOE-N01",54.33333,7.525,"IH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2004,2004,2017,,0.8656,0.8656,0.8656,0.2,0.8656,0.2,4.4,102.43166628966517,115.32478638736536,,,,,,"EQS.OSPAR",20,95.32478638736536,3000,"above",500,-384.67521361263465,2017,"below"
"Germany_FOE-N04 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2717","FOE-N04","FOE-N04",54.64167,2.25833,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",6,6,6,2004,2004,2015,,0.7174,0.7174,0.7174,0.6,0.7174,0.6,7.5,61.98956060564628,82.69843460922085,,,,,,"EQS.OSPAR",20,62.698434609220854,3000,"above",500,-417.30156539077916,2015,"below"
"Germany_FOE-N11 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2720","FOE-N11","FOE-N11",55.58333,7.23333,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",5,5,5,2005,2005,2015,,0.5812,0.5812,0.5812,2.1,0.5812,2.1,12.6,91.78583149343339,172.11753672838748,,,,,,"EQS.OSPAR",20,152.11753672838748,3000,"above",500,-327.88246327161255,2015,"below"
"Germany_JaBu_Myt_1 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2803","JaBu_Myt_1","JaBu_Myt_1",53.5,8.26667,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",16,10,10,1990,2009,2020,,2e-4,2e-4,2e-4,31.2,2e-4,31.2,25.6,1294.447942348149,2652.984804781782,"BAC",90,2562.984804781782,3000,"above","EQS.OSPAR",121.95121951219514,2531.0335852695866,3000,"above",3048.7804878048782,-395.79568302309644,2020,"below"
"Germany_Jade_F_1 HG Platichthys flesus MU Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2796","Jade_F_1","Jade_F_1",53.69967,8.05967,"RH","C","HG","Metals","Platichthys flesus","MU","W","ug/kg",,,"Not_applicable","upward_triangle","red",10,10,10,2009,2009,2018,,1e-4,1e-4,1e-4,31.9,1e-4,31.9,16.9,300.57142409178454,504.6740488517454,,,,,,"EQS.OSPAR",20,484.6740488517454,3000,"above",500,4.674048851745397,2018,"below"
"Germany_Jade_Myt_1 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2798","Jade_Myt_1","Jade_Myt_1",53.69833,8.14667,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",16,10,10,1990,2009,2020,,2e-4,2e-4,2e-4,29.1,2e-4,29.1,24,859.9772306908159,1686.0346596028837,"BAC",90,1596.0346596028837,3000,"above","EQS.OSPAR",121.95121951219514,1564.0834400906886,3000,"above",3048.7804878048782,-1362.7458282019945,2020,"below"
"Germany_NBNF3 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2195","NBNF3","NBNF3",53.51933,8.23333,"RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2019,2019,2019,,,,,,,,,229.00000000000006,,"BAC",90,139.00000000000006,,,"EQS.OSPAR",121.95121951219514,107.04878048780492,,,3048.7804878048782,-2819.7804878048782,2019,
"Germany_NBNF5 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2316","NBNF5","NBNF5",55.0375,8.4195,"RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2019,2019,2019,,,,,,,,,238.75,,"BAC",90,148.75,,,"EQS.OSPAR",121.95121951219514,116.79878048780486,,,3048.7804878048782,-2810.0304878048782,2019,
"Germany_NBOF3 HG Zoarces viviparus MU Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2210","NBOF3","NBOF3",54.08333,8.9,"RP","C","HG","Metals","Zoarces viviparus","MU","W","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2019,2019,2020,,,,,,,,,142.372125,,,,,,,"EQS.OSPAR",20,122.37212500000001,,,500,-357.627875,2020,
"Germany_NBOF8 HG Larus argentatus EH Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2211","NBOF8","NBOF8",53.70617,8.13567,"RP","C","HG","Metals","Larus argentatus","EH","D","ug/kg",,,"Not_applicable","small_filled_circle","black",3,3,3,2016,2016,2020,,,,,,,,5.1,899.6320283610431,1107.4056972839696,,,,,,,,,,,,,,
"Germany_NBOF8 HG Zoarces viviparus MU Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2211","NBOF8","NBOF8",53.70617,8.13567,"RP","C","HG","Metals","Zoarces viviparus","MU","W","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2019,2019,2020,,,,,,,,,95.00906249999997,,,,,,,"EQS.OSPAR",20,75.00906249999997,,,500,-404.99093750000003,2020,
"Germany_Nney_Myt_1 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2096","Nney_Myt_1","Nney_Myt_1",53.68833,7.23833,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",8,8,8,2010,2010,2020,,0.0166,0.0166,0.0166,25.7,0.0166,25.7,29.8,911.8681619743027,2336.9738233706253,"BAC",90,2246.9738233706253,3000,"above","EQS.OSPAR",121.95121951219514,2215.02260385843,3000,"above",3048.7804878048782,-711.806664434253,2020,"below"
"Germany_Spog_Myt_1 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2264","Spog_Myt_1","Spog_Myt_1",53.74017,7.746,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2011,2011,2020,,0.3485,0.3485,0.3485,7,0.3485,7,22.6,361.20090722913017,755.8300662509301,"BAC",90,665.8300662509301,3000,"above","EQS.OSPAR",121.95121951219514,633.878846738735,3000,"above",3048.7804878048782,-2292.950421553948,2020,"below"
"Germany_WuKu_Myt_1 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Germany","2260","WuKu_Myt_1","WuKu_Myt_1",53.72917,8.41333,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",10,10,10,2009,2009,2020,,4e-4,4e-4,4e-4,27.9,4e-4,27.9,24.7,911.8460179403525,1823.9208937708163,"BAC",90,1733.9208937708163,3000,"above","EQS.OSPAR",121.95121951219514,1701.9696742586211,3000,"above",3048.7804878048782,-1224.859594034062,2020,"below"
"The Netherlands_BOCHTVWTM HG Crassostrea gigas SB Not_applicable","2","Southern North Sea","Greater North Sea","The Netherlands","6316","BOCHTVWTM","Ems-Dollard (BOCHTVWTM)",53.335,6.944,"RH","TT","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",9,9,9,2012,2012,2020,,0.7333,0.7333,0.7333,0.9,0.7333,0.9,8.6,155.00454599545844,198.2851379994719,,,,,,"EQS.OSPAR",111.11111111111111,87.1740268883608,3000,"above",2777.777777777778,-2579.492639778306,2020,"below"
"The Netherlands_DOGGBK HG Pleuronectes platessa MU Not_applicable","2","Southern North Sea","Greater North Sea","The Netherlands","6334","DOGGBK","North Sea (DOGGBK)",55.2495,3.7485,"RH","MO","HG","Metals","Pleuronectes platessa","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",7,7,7,2014,2014,2020,,0.1267,0.1267,0.1267,6.1,0.1267,6.1,8.1,30.224052042694627,39.64097696432792,,,,,,"EQS.OSPAR",20,19.64097696432792,3000,"above",500,-460.35902303567207,2020,"below"
"The Netherlands_IJMDWT80 HG Pleuronectes platessa MU Not_applicable","2","Southern North Sea","Greater North Sea","The Netherlands","6363","IJMDWT80","North Sea (IJMDWT80)",52.74933,3.31517,"RH","MO","HG","Metals","Pleuronectes platessa","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",7,7,7,2014,2014,2020,,0.2702,0.2702,0.2702,-2,0.2702,-2,4.3,42.002221374929235,48.43787888260305,,,,,,"EQS.OSPAR",20,28.43787888260305,2056,"above",500,-451.56212111739694,2020,"below"
"The Netherlands_KNUITHK HG Crassostrea gigas SB Not_applicable","2","Southern North Sea","Greater North Sea","The Netherlands","6458","KNUITHK","Western Scheldt Mid (KNUITHK)",51.4,3.96233,"RH","TT","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",6,6,6,2012,2012,2020,,0.2395,0.2395,0.2395,5.3,0.2395,5.3,11.5,182.3188070892199,265.0713156644292,,,,,,"EQS.OSPAR",111.11111111111111,153.9602045533181,3000,"above",2777.777777777778,-2512.7064621133486,2020,"below"
"The Netherlands_KNUITHK HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","The Netherlands","6458","KNUITHK","Western Scheldt Mid (KNUITHK)",51.4,3.96233,"RH","TT","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","red",12,12,12,2009,2009,2020,,0.0302,0.0302,0.0302,-5.1,0.0302,-5.1,9.8,158.26975062640972,200.39120097005443,"BAC",90,110.39120097005443,2031,"above","EQS.OSPAR",121.95121951219514,78.43998145785929,2025,"above",3048.7804878048782,-2848.389286834824,2020,"below"
"The Netherlands_MIDDGBWPMLPT HG Platichthys flesus MU Not_applicable","2","Southern North Sea","Greater North Sea","The Netherlands","6374","MIDDGBWPMLPT","Western Scheldt Mid (MIDDGBWPMLPT)",51.43267,3.94867,"RH","TT","HG","Metals","Platichthys flesus","MU","W","ug/kg",,,"Not_applicable","upward_triangle","red",24,24,24,1997,1997,2020,0.011,1e-4,0,0.0295,2.3,2e-4,4,8.2,140.07366931855188,187.23943699181032,,,,,,"EQS.OSPAR",20,167.23943699181032,3000,"above",500,-312.7605630081897,2020,"below"
"The Netherlands_NOORDWWT HG Platichthys flesus MU Not_applicable","2","Southern North Sea","Greater North Sea","The Netherlands","6382","NOORDWWT","North Sea (NOORDWWT)",52.24933,4.41533,"RH","C","HG","Metals","Platichthys flesus","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",9,9,9,2012,2012,2020,,0.1653,0.1653,0.1653,6.3,0.1653,6.3,13.5,156.50313440752802,231.04265332885245,,,,,,"EQS.OSPAR",20,211.04265332885245,3000,"above",500,-268.95734667114755,2020,"below"
"The Netherlands_PAAPGTGRDPT HG Platichthys flesus MU Not_applicable","2","Southern North Sea","Greater North Sea","The Netherlands","6388","PAAPGTGRDPT","Ems-Dollard (PAAPGTGRDPT)",53.38267,6.89867,"RH","TT","HG","Metals","Platichthys flesus","MU","W","ug/kg",,,"Not_applicable","upward_triangle","red",24,24,24,1997,1997,2020,,0.0017,0.0017,0.0017,1.8,0.0017,1.8,6.6,108.33419814143149,123.91305045150328,,,,,,"EQS.OSPAR",20,103.91305045150328,3000,"above",500,-376.0869495484967,2020,"below"
"The Netherlands_TERSLNWT40 HG Pleuronectes platessa MU Not_applicable","2","Southern North Sea","Greater North Sea","The Netherlands","6423","TERSLNWT40","North Sea (TERSLNWT40)",53.68267,4.73183,"RH","MO","HG","Metals","Pleuronectes platessa","MU","W","ug/kg",,,"Not_applicable","upward_triangle","red",7,7,7,2014,2014,2020,,0.0138,0.0138,0.0138,9.7,0.0138,9.7,6.9,72.38578688349217,91.02639077747266,,,,,,"EQS.OSPAR",20,71.02639077747266,3000,"above",500,-408.97360922252733,2020,"below"
"United Kingdom_Anglia_AnOpenSea_fi01 HG Limanda limanda LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10631","Anglia_AnOpenSea_fi01","Thames (Gabbard)",52,2.3333,,"MO","HG","Metals","Limanda limanda","LI","W","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2006,2006,2019,,0.687,0.687,0.687,-2.1,0.687,-2.1,25.9,77.52349293121044,180.85622526107502,,,,,,"EQS.OSPAR",20,160.85622526107502,2083,"above",,,,
"United Kingdom_Anglia_AnOpenSea_fi01 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10631","Anglia_AnOpenSea_fi01","Thames (Gabbard)",52,2.3333,,"MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",11,11,11,2001,2001,2019,,0.9516,0.9516,0.9516,0.1,0.9516,0.1,7.5,75.79950541131885,93.97335302157693,,,,,,"EQS.OSPAR",20,73.97335302157693,3000,"above",500,-406.02664697842306,2019,"below"
"United Kingdom_Anglia_AnOpenSea_fi03 HG Limanda limanda LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10633","Anglia_AnOpenSea_fi03","Alternative Smith's Knoll",52.7318,2.4585,,"MO","HG","Metals","Limanda limanda","LI","W","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2019,2019,2019,,,,,,,,,68.40000000000002,,,,,,,"EQS.OSPAR",20,48.40000000000002,,,,,,
"United Kingdom_Anglia_AnOpenSea_fi03 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10633","Anglia_AnOpenSea_fi03","Alternative Smith's Knoll",52.7318,2.4585,,"MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2019,2019,2019,,,,,,,,,63.30000000000002,,,,,,,"EQS.OSPAR",20,43.30000000000002,,,500,-436.7,2019,
"United Kingdom_Anglia_AnOpenSea_fi03 HG Pleuronectes platessa LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10633","Anglia_AnOpenSea_fi03","Alternative Smith's Knoll",52.7318,2.4585,,"MO","HG","Metals","Pleuronectes platessa","LI","W","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2011,2011,2019,,,,,,,,,96.39999999999998,,,,,,,"EQS.OSPAR",20,76.39999999999998,,,,,,
"United Kingdom_Anglia_AnOpenSea_fi03 HG Pleuronectes platessa MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10633","Anglia_AnOpenSea_fi03","Alternative Smith's Knoll",52.7318,2.4585,,"MO","HG","Metals","Pleuronectes platessa","MU","W","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2011,2011,2019,,,,,,,,,59.80000000000002,,,,,,,"EQS.OSPAR",20,39.80000000000002,,,500,-440.2,2019,
"United Kingdom_Anglia_AnOpenSea_fi05 HG Limanda limanda LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10640","Anglia_AnOpenSea_fi05","Smith's Knoll",52.8111,2.7555,"RH","MO","HG","Metals","Limanda limanda","LI","W","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2015,2015,2017,,,,,,,,,79.99999999999997,,,,,,,"EQS.OSPAR",20,59.99999999999997,,,,,,
"United Kingdom_Anglia_AnOpenSea_fi05 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10640","Anglia_AnOpenSea_fi05","Smith's Knoll",52.8111,2.7555,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2015,2015,2017,,,,,,,,,100.00000000000004,,,,,,,"EQS.OSPAR",20,80.00000000000004,,,500,-399.99999999999994,2017,
"United Kingdom_Anglia_AnOpenSea_fi05 HG Pleuronectes platessa LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10640","Anglia_AnOpenSea_fi05","Smith's Knoll",52.8111,2.7555,"RH","MO","HG","Metals","Pleuronectes platessa","LI","W","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2015,2015,2015,,,,,,,,,70.00000000000003,,,,,,,"EQS.OSPAR",20,50.00000000000003,,,,,,
"United Kingdom_Anglia_AnOpenSea_fi05 HG Pleuronectes platessa MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10640","Anglia_AnOpenSea_fi05","Smith's Knoll",52.8111,2.7555,"RH","MO","HG","Metals","Pleuronectes platessa","MU","W","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2015,2015,2015,,,,,,,,,40,,,,,,,"EQS.OSPAR",20,20,,,500,-460,2015,
"United Kingdom_Anglia_Oblackwat_sh01 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10658","Anglia_Oblackwat_sh01","Blackwater (West Mersea Beach)",51.7715,0.9346,,"C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",6,6,6,2005,2005,2017,,0.5607,0.5607,0.5607,0.9,0.5607,0.9,5.6,258.6815612909536,338.9257577227647,"BAC",90,248.92575772276467,3000,"above","EQS.OSPAR",121.95121951219514,216.97453821056953,3000,"above",3048.7804878048782,-2709.8547300821137,2017,"below"
"United Kingdom_Anglia_Orwell_sh01 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10659","Anglia_Orwell_sh01","Orwell Estuary (Colimer)",51.98835,1.26511,,"TT","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",3,3,3,2012,2012,2017,,,,,,,,12.6,112.40606481793961,185.3708380705685,"BAC",90,95.37083807056851,,,"EQS.OSPAR",121.95121951219514,63.41961855837337,2017,,3048.7804878048782,-2863.40964973431,2017,
"United Kingdom_Anglia_ThamesLw_sh01 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","10665","Anglia_ThamesLw_sh01","Thames (Canvey Island)",51.5114,0.5926,,"TT","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","red",10,10,10,2000,2000,2017,,0.0323,0.0323,0.0323,-5.3,0.0323,-5.3,14.3,234.45969954338554,376.580300660401,"BAC",90,286.580300660401,2035,"above","EQS.OSPAR",121.95121951219514,254.62908114820587,2029,"above",3048.7804878048782,-2672.2001871444772,2017,"below"
"United Kingdom_HumWash_HWInter_fi01 HG Limanda limanda LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7877","HumWash_HWInter_fi01","Outer Humber",53.3167,0.4283,"RH","MO","HG","Metals","Limanda limanda","LI","W","ug/kg",,,"Not_applicable","large_filled_circle","red",6,6,6,2006,2006,2019,,0.161,0.161,0.161,4.4,0.161,4.4,13.2,126.2001091853837,201.96615226381692,,,,,,"EQS.OSPAR",20,181.96615226381692,3000,"above",,,,
"United Kingdom_HumWash_HWInter_fi01 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7877","HumWash_HWInter_fi01","Outer Humber",53.3167,0.4283,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",10,10,10,2001,2001,2019,,0.4218,0.4218,0.4218,-0.9,0.4218,-0.9,8.7,98.24180743304692,125.66282759772822,,,,,,"EQS.OSPAR",20,105.66282759772822,2195,"above",500,-374.3371724022718,2019,"below"
"United Kingdom_HumWash_HWInter_fi02 HG Limanda limanda LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7874","HumWash_HWInter_fi02","Inner Wash",53.1417,0.555,"RH","MO","HG","Metals","Limanda limanda","LI","W","ug/kg",,,"Not_applicable","large_filled_circle","red",5,5,5,2008,2008,2019,,0.2916,0.2916,0.2916,7.1,0.2916,7.1,25.1,165.60236436737796,474.04776065405827,,,,,,"EQS.OSPAR",20,454.04776065405827,3000,"above",,,,
"United Kingdom_HumWash_HWInter_fi02 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7874","HumWash_HWInter_fi02","Inner Wash",53.1417,0.555,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",7,7,7,2004,2004,2019,,0.4451,0.4451,0.4451,1.3,0.4451,1.3,9.6,151.62021017187612,208.7450201309286,,,,,,"EQS.OSPAR",20,188.7450201309286,3000,"above",500,-291.2549798690714,2019,"below"
"United Kingdom_HumWash_HWOpenSeaNE_fi01 HG Limanda limanda LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7883","HumWash_HWOpenSeaNE_fi01","North Dogger 1",55.3023,2.8972,"RH","MO","HG","Metals","Limanda limanda","LI","W","ug/kg",,,"Not_applicable","large_filled_circle","red",7,7,7,2006,2006,2019,,0.7644,0.7644,0.7644,1.2,0.7644,1.2,18.4,89.93204814842143,176.91913743175266,,,,,,"EQS.OSPAR",20,156.91913743175266,3000,"above",,,,
"United Kingdom_HumWash_HWOpenSeaNE_fi01 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7883","HumWash_HWOpenSeaNE_fi01","North Dogger 1",55.3023,2.8972,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",10,10,10,2003,2003,2019,,0.1101,0.1101,0.1101,3.5,0.1101,3.5,13.5,93.63579578195763,142.92040411948233,,,,,,"EQS.OSPAR",20,122.92040411948233,3000,"above",500,-357.0795958805177,2019,"below"
"United Kingdom_HumWash_HWOpenSeaNE_fi02 HG Limanda limanda LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7881","HumWash_HWOpenSeaNE_fi02","North Dogger 2",55.068,2.09,"RH","MO","HG","Metals","Limanda limanda","LI","W","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2006,2006,2019,,0.1179,0.1179,0.1179,6.4,0.1179,6.4,18.9,111.77146514663826,206.34473723773618,,,,,,"EQS.OSPAR",20,186.34473723773618,3000,"above",,,,
"United Kingdom_HumWash_HWOpenSeaNE_fi02 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7881","HumWash_HWOpenSeaNE_fi02","North Dogger 2",55.068,2.09,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",12,12,12,2002,2002,2019,,0.5405,0.5405,0.5405,1,0.5405,1,12.3,83.65438971199062,116.40986223543592,,,,,,"EQS.OSPAR",20,96.40986223543592,3000,"above",500,-383.5901377645641,2019,"below"
"United Kingdom_HumWash_HWOpenSeaNE_fi03 HG Limanda limanda LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7882","HumWash_HWOpenSeaNE_fi03","West Dogger",54.8333,1.255,"RH","MO","HG","Metals","Limanda limanda","LI","W","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2006,2006,2019,,0.3039,0.3039,0.3039,1.7,0.3039,1.7,7.9,98.30090301670879,127.0377775270545,,,,,,"EQS.OSPAR",20,107.0377775270545,3000,"above",,,,
"United Kingdom_HumWash_HWOpenSeaNE_fi03 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7882","HumWash_HWOpenSeaNE_fi03","West Dogger",54.8333,1.255,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",14,14,14,1999,1999,2019,,0.9592,0.9592,0.9592,0.1,0.9592,0.1,13.4,86.28713666572482,120.77076322938186,,,,,,"EQS.OSPAR",20,100.77076322938186,3000,"above",500,-379.2292367706182,2019,"below"
"United Kingdom_HumWash_HWOpenSeaNE_fi04 HG Limanda limanda LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7884","HumWash_HWOpenSeaNE_fi04","Dogger Central",54.5152,2.6905,"RH","MO","HG","Metals","Limanda limanda","LI","W","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2006,2006,2019,,0.273,0.273,0.273,2.3,0.273,2.3,10,91.79341955543433,126.87794985164615,,,,,,"EQS.OSPAR",20,106.87794985164615,3000,"above",,,,
"United Kingdom_HumWash_HWOpenSeaNE_fi04 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7884","HumWash_HWOpenSeaNE_fi04","Dogger Central",54.5152,2.6905,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",13,13,13,2001,2001,2019,,0.9396,0.9396,0.9396,-0.1,0.9396,-0.1,11.9,83.52306463408564,113.84487874900735,,,,,,"EQS.OSPAR",20,93.84487874900735,3000,"above",500,-386.15512125099264,2019,"below"
"United Kingdom_HumWash_HWOpenSeaS_fi01 HG Limanda limanda LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7888","HumWash_HWOpenSeaS_fi01","Off Humber",54.0633,1.79,"RH","MO","HG","Metals","Limanda limanda","LI","W","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2006,2006,2019,,0.1082,0.1082,0.1082,5.4,0.1082,5.4,15.5,169.82706697606014,280.6337665629213,,,,,,"EQS.OSPAR",20,260.6337665629213,3000,"above",,,,
"United Kingdom_HumWash_HWOpenSeaS_fi01 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7888","HumWash_HWOpenSeaS_fi01","Off Humber",54.0633,1.79,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",14,14,14,1999,1999,2019,,0.0941,0.0941,0.0941,1.9,0.0941,1.9,9.9,126.76055695844971,162.20709673514747,,,,,,"EQS.OSPAR",20,142.20709673514747,3000,"above",500,-337.7929032648525,2019,"below"
"United Kingdom_HumWash_HWOpenSeaS_fi02 HG Limanda limanda LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7885","HumWash_HWOpenSeaS_fi02","Indefatigable Bank",53.5567,2.082,"RH","MO","HG","Metals","Limanda limanda","LI","W","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2006,2006,2019,,0.6543,0.6543,0.6543,2.7,0.6543,2.7,29.7,148.9654854302617,391.0362683720917,,,,,,"EQS.OSPAR",20,371.0362683720917,3000,"above",,,,
